sampleID,core_name,core_type,sample_depth_start,sample_depth_end,Latitude,Longitude,modernWaterDepth,TEX86,fGDGT_0,fGDGT_1,fGDGT_2,fGDGT_3,fGDGT_cren,fGDGT_cren_prime,BIT,publicationYear,reference_name,remark,reference_link,RI_zhang16,RI_zhang16_revised,RI_0to5,gdgt23ratio,methaneIndex,gdgtZeroOverZeroCren,QC_flag,cline_calculation_method_temperature,thermocline_depth,thermocline_T,thermocline_T_depthIntegral,thermocline_T_weightedIntegral,SST,cline_calculation_method_nitrate,SSN,thermocline_nitrate,thermocline_nitrate_depthIntegral,thermocline_nitrate_weightedIntegral,region_ID,regionName
TEXAS_PSM_RR00016,64PE304-66,PC,0.0,1.0,-16.5342,40.05458,1103.0,0.691,0.189589377,0.063497985,0.080013618,0.01820983,0.605018446,0.043670744,0.0978,2012,Fallet2012,,http://dx.doi.org/10.1016/j.dsr.2011.10.002,2.872911471,3.521600661,3.521600661,4.393979405628718,0.19955492735440117,0.189589377,include,grad_cal,75.0,23.334209442138672,25.916025161743164,22.44620897811387,26.98940086364746,grad_cal,0.019265029579401016,2.583806276321411,0.5180279016494751,4.3568946551989765,25.0,Mozambique Channel
TEXAS_PSM_RR00017,64PE304-68,PC,0.0,1.0,-16.5029,40.0252,756.0,0.692,0.205340626,0.068953196,0.087240435,0.022420906,0.570673202,0.045371636,0.0933,2012,Fallet2012,,http://dx.doi.org/10.1016/j.dsr.2011.10.002,2.7748761360000005,3.390920974,3.390920974,3.891030763877249,0.22476867777467543,0.205340626,include,grad_cal,75.0,23.334209442138672,25.916025161743164,22.44620897811387,26.98940086364746,grad_cal,0.019265029579401016,2.583806276321411,0.5180279016494751,4.3568946551989765,25.0,Mozambique Channel
TEXAS_PSM_RR00018,M75-1b MC7,MC,0.0,1.0,-17.27183333,43.15516667,455.0,0.715,0.171708781,0.06376583,0.088727922,0.022747637,0.604781212,0.048268617,0.0235,2012,Fallet2012,,http://dx.doi.org/10.1016/j.dsr.2011.10.002,2.921663901,3.57471373,3.57471373,3.9005335806967554,0.21156977786525316,0.171708781,include,grad_cal,85.0,24.16839027404785,26.097314834594727,23.128425969059215,27.22570037841797,grad_cal,0.021757515147328377,,,0.056906428644934386,25.0,Mozambique Channel
TEXAS_PSM_RR00019,M75-1b MC3,MC,0.0,1.0,-16.92366667,41.59883333,2768.0,0.687,0.238238459,0.067944047,0.089057989,0.012626997,0.544638798,0.04749371,0.1356,2012,Fallet2012,,http://dx.doi.org/10.1016/j.dsr.2011.10.002,2.652471048,3.2446035560000004,3.2446035560000004,7.052982510410037,0.22267996462163217,0.238238459,include,grad_cal,75.0,24.3865909576416,26.365304946899414,23.41656782629696,27.245010375976562,grad_cal,0.0061628557741642,0.5351595282554626,0.06267400830984116,3.062526207187048,25.0,Mozambique Channel
TEXAS_PSM_RR00020,M75-1b MC9,MC,0.0,1.0,-16.55583333,40.13483333,1345.0,0.7,0.20723775,0.067271673,0.08889238,0.017200193,0.56847128,0.050926724,0.0753,2012,Fallet2012,,http://dx.doi.org/10.1016/j.dsr.2011.10.002,2.774249028,3.3936470319999996,3.3936470319999996,5.168103636976632,0.21868378066690233,0.20723775,include,grad_cal,75.0,23.334209442138672,25.916025161743164,22.44620897811387,26.98940086364746,grad_cal,0.014614410698413849,2.094724655151367,0.3927549719810486,4.16605626018471,25.0,Mozambique Channel
TEXAS_PSM_RR00021,M75-1b MC5,MC,0.0,1.0,-17.25283333,43.09616667,1027.0,0.707,0.202558454,0.06881448,0.098607475,0.016757217,0.562398297,0.050864077,0.0161,2012,Fallet2012,,http://dx.doi.org/10.1016/j.dsr.2011.10.002,2.769350577,3.3826129509999996,3.3826129509999996,5.884478013264374,0.23096259898151836,0.202558454,include,grad_cal,85.0,24.16839027404785,26.097314834594727,23.128425969059215,27.22570037841797,grad_cal,0.01679837889969349,1.5518112182617188,0.1695200502872467,4.146869687340223,25.0,Mozambique Channel
TEXAS_PSM_RR00022,M75-1b MC4,MC,0.0,1.0,-16.72883333,40.874,2266.0,0.687,0.240060195,0.072213199,0.095731803,0.013514261,0.528901469,0.049579073,0.0765,2012,Fallet2012,,http://dx.doi.org/10.1016/j.dsr.2011.10.002,2.618141756,3.1966222980000003,3.1966222980000003,7.083761590811366,0.23878110056361634,0.240060195,include,grad_cal,75.0,23.923410415649414,26.204627990722656,22.994958043078398,27.142990112304688,grad_cal,0.010133675299584866,1.0223497152328491,0.15609915554523468,3.4254035202790005,25.0,Mozambique Channel
TEXAS_PSM_RR00023,M75-1b MC1,MC,0.0,1.0,-17.099,42.4755,2198.0,0.698,0.228444727,0.070145469,0.097444467,0.013069467,0.538971015,0.051924856,0.0304,2012,Fallet2012,,http://dx.doi.org/10.1016/j.dsr.2011.10.002,2.667826288,3.258722159,3.258722159,7.4558868391496,0.234149657306341,0.228444727,include,grad_cal,85.0,24.013710021972656,26.122737884521484,23.067807431993067,27.211589813232422,grad_cal,0.009317770600318909,1.3070119619369507,0.1322796493768692,3.9604961213835206,25.0,Mozambique Channel
TEXAS_PSM_RR00024,KH04-5 SX10,GC,0.0,1.0,-67.2167,-172.65,3884.0,0.317,0.548,0.041,0.012,0.002,0.392,0.005,-999.0,2011,Ho2011,,http://dx.doi.org/10.1016/j.orggeochem.2010.10.012,1.659,2.056,2.056,6.0,0.12168141592920355,0.548,include,grad_cal,125.0,-0.41690000891685486,-1.3838984966278076,-0.4048711401328294,-1.085110068321228,grad_cal,29.94814109802246,32.259544372558594,31.03669548034668,31.6552798225746,30.0,Pacific-Southern Ocean
TEXAS_PSM_RR00025,KH04-5 SX09,GC,0.0,1.0,-65.15,174.2,3393.0,0.34,0.543,0.031,0.009,0.002,0.41,0.005,-999.0,2011,Ho2011,,http://dx.doi.org/10.1016/j.orggeochem.2010.10.012,1.7149999999999999,2.13,2.13,4.5,0.09190371991247266,0.543,include,grad_cal,125.0,-0.8096100091934204,-1.01590895652771,-0.15349751306203685,-0.6228100061416626,grad_cal,29.79127311706543,32.2657470703125,30.99355697631836,31.633629662477226,30.0,Pacific-Southern Ocean
TEXAS_PSM_RR00026,KH01-3 St. 17,GC,0.0,1.0,-60.0,140.0,4483.0,0.354,0.54,0.042,0.014,0.002,0.396,0.007,-999.0,2011,Ho2011,,http://dx.doi.org/10.1016/j.orggeochem.2010.10.012,1.6880000000000002,2.091,2.091,7.0,0.12581344902386118,0.54,include,grad_cal,175.0,1.0514999628067017,0.6427996158599854,1.2998661421363624,1.24058997631073,grad_cal,26.385026931762695,31.352880477905273,28.889951705932617,30.105046132996364,41.0,Tasman-Antarctica 140E Transect
TEXAS_PSM_RR00027,KH04-5 SX14,GC,0.0,1.0,-50.0167,-170.0,5388.0,0.424,0.452,0.049,0.025,0.002,0.462,0.009,-999.0,2011,Ho2011,,http://dx.doi.org/10.1016/j.orggeochem.2010.10.012,1.989,2.46,2.46,12.5,0.13893967093235832,0.452,include,grad_cal,90.0,8.862290382385254,9.783039093017578,9.003667291483026,10.239190101623535,grad_cal,15.536523818969727,17.927600860595703,16.115747451782227,17.743562340769902,29.0,NZ-SW Pacific
TEXAS_PSM_RR00028,KH01-3 St. 10,GC,0.0,1.0,-47.0,-160.0,5118.0,0.442,0.426,0.053,0.028,0.003,0.479,0.011,-999.0,2011,Ho2011,,http://dx.doi.org/10.1016/j.orggeochem.2010.10.012,2.078,2.568,2.568,9.333333333333334,0.14634146341463417,0.426,include,grad_cal,70.0,10.161009788513184,10.953388214111328,10.119594565175081,11.402700424194336,grad_cal,10.478177070617676,11.978304862976074,10.726812362670898,12.27919786286046,29.0,NZ-SW Pacific
TEXAS_PSM_RR00029,KH01-3 St. 19,GC,0.0,1.0,-50.0,140.0,3755.0,0.459,0.432,0.046,0.025,0.003,0.484,0.011,-999.0,2011,Ho2011,,http://dx.doi.org/10.1016/j.orggeochem.2010.10.012,2.085,2.58,2.58,8.333333333333334,0.13005272407732865,0.432,include,grad_cal,60.0,8.112199783325195,8.255216598510742,8.072383732215805,8.398909568786621,grad_cal,18.2537784576416,18.609636306762695,18.158384323120117,18.83002913001776,41.0,Tasman-Antarctica 140E Transect
TEXAS_PSM_RR00030,KH04-5 SX15,GC,0.0,1.0,-45.0,-170.0,5165.0,0.461,0.419,0.055,0.033,0.003,0.479,0.011,-999.0,2011,Ho2011,,http://dx.doi.org/10.1016/j.orggeochem.2010.10.012,2.09,2.58,2.58,11.0,0.1566265060240964,0.419,include,grad_cal,30.0,12.603209495544434,12.944380760192871,12.155944613052128,13.06360912322998,grad_cal,8.802721977233887,8.876313209533691,8.672176361083984,9.541723918269184,29.0,NZ-SW Pacific
TEXAS_PSM_RR00031,KH04-5 SX16,GC,0.0,1.0,-43.1833,-171.0,2313.0,0.52,0.384,0.059,0.047,0.004,0.494,0.013,-999.0,2011,Ho2011,,http://dx.doi.org/10.1016/j.orggeochem.2010.10.012,2.193,2.6999999999999997,2.6999999999999997,11.75,0.17828200972447325,0.384,include,grad_cal,70.0,12.483609199523926,13.74252986907959,12.545623898986989,14.19929027557373,grad_cal,5.644687175750732,7.532158851623535,6.062281131744385,8.105216294365182,29.0,NZ-SW Pacific
TEXAS_PSM_RR00032,KH04-5 SX17,GC,0.0,1.0,-40.0,-170.0,4635.0,0.521,0.388,0.056,0.043,0.003,0.494,0.015,-999.0,2011,Ho2011,,http://dx.doi.org/10.1016/j.orggeochem.2010.10.012,2.187,2.6959999999999997,2.6959999999999997,14.333333333333332,0.16693944353518822,0.388,include,grad_cal,50.0,14.289509773254395,14.964457511901855,13.673443025165739,15.2524995803833,grad_cal,3.370384931564331,3.975660800933838,3.448399305343628,5.285461300582684,29.0,NZ-SW Pacific
TEXAS_PSM_RR00033,KH03-1 HY08,GC,0.0,1.0,-3.9667,-95.0,3657.0,0.575,0.359,0.068,0.062,0.004,0.48,0.026,-999.0,2011,Ho2011,,http://dx.doi.org/10.1016/j.orggeochem.2010.10.012,2.228,2.734,2.734,15.5,0.209375,0.359,include,grad_cal,40.0,20.614700317382812,23.251815795898438,18.60230761293038,23.942489624023438,grad_cal,5.163334846496582,9.329275131225586,6.18734884262085,11.045161395041703,10.0,East Equatorial Pacific
TEXAS_PSM_RR00034,KH01-3 St. 08,GC,0.0,1.0,-35.0,-160.0,5098.0,0.574,0.365,0.058,0.051,0.003,0.498,0.024,-999.0,2011,Ho2011,,http://dx.doi.org/10.1016/j.orggeochem.2010.10.012,2.257,2.7790000000000004,2.7790000000000004,17.0,0.17665615141955837,0.365,include,grad_cal,55.0,16.35750961303711,17.019939422607422,15.767204071770156,17.39189910888672,grad_cal,0.1059669703245163,0.1714966893196106,0.11887659877538681,1.5322237666521403,29.0,NZ-SW Pacific
TEXAS_PSM_RR00035,KH03-1 HY07,GC,0.0,1.0,-2.0333,-95.0,3331.0,0.588,0.342,0.066,0.059,0.006,0.499,0.029,-999.0,2011,Ho2011,,http://dx.doi.org/10.1016/j.orggeochem.2010.10.012,2.314,2.842,2.842,9.833333333333332,0.19878603945371776,0.342,include,grad_cal,35.0,20.142789840698242,22.457372665405273,18.238265727941833,23.291900634765625,grad_cal,5.8148345947265625,11.238369941711426,7.529811859130859,11.394264851433551,10.0,East Equatorial Pacific
TEXAS_PSM_RR00036,KH03-1 HY08B,GC,0.0,1.0,-5.95,-94.9167,3852.0,0.587,0.369,0.062,0.055,0.006,0.482,0.027,-999.0,2011,Ho2011,,http://dx.doi.org/10.1016/j.orggeochem.2010.10.012,2.226,2.7350000000000003,2.7350000000000003,9.166666666666666,0.19462025316455694,0.369,include,grad_cal,75.0,18.122190475463867,23.060890197753906,18.49657477195302,24.532609939575195,grad_cal,4.854954242706299,18.427879333496094,8.384902954101562,15.840903112996052,10.0,East Equatorial Pacific
TEXAS_PSM_RR00037,KH03-1 HY03,GC,0.0,1.0,8.0333,-94.95,3661.0,0.594,0.34,0.063,0.059,0.007,0.506,0.026,-999.0,2011,Ho2011,,http://dx.doi.org/10.1016/j.orggeochem.2010.10.012,2.33,2.862,2.862,8.428571428571429,0.1951588502269289,0.34,include,grad_cal,35.0,22.194990158081055,26.6442813873291,19.182609174590546,27.573299407958984,grad_cal,2.621899127960205,14.250237464904785,6.234724521636963,13.667896938891657,10.0,East Equatorial Pacific
TEXAS_PSM_RR00038,KH03-1 HY04,GC,0.0,1.0,4.0333,-95.05,3563.0,0.599,0.345,0.067,0.063,0.006,0.49,0.031,-999.0,2011,Ho2011,,http://dx.doi.org/10.1016/j.orggeochem.2010.10.012,2.295,2.816,2.816,10.5,0.20700152207001524,0.345,include,grad_cal,55.0,21.975900650024414,25.98987579345703,20.278639886921646,27.213390350341797,grad_cal,0.8068207502365112,10.718769073486328,3.612675666809082,11.036451055004346,10.0,East Equatorial Pacific
TEXAS_PSM_RR00039,KH03-1 HY09,GC,0.0,1.0,-7.9833,-95.0167,3910.0,0.597,0.344,0.071,0.069,0.004,0.481,0.032,-999.0,2011,Ho2011,,http://dx.doi.org/10.1016/j.orggeochem.2010.10.012,2.273,2.786,2.786,17.25,0.21917808219178084,0.344,include,grad_cal,80.0,18.182209014892578,23.120973587036133,18.60247334995525,24.430999755859375,grad_cal,4.4296956062316895,13.024673461914062,6.189445495605469,15.021607168362262,10.0,East Equatorial Pacific
TEXAS_PSM_RR00040,KH03-1 HY05,GC,0.0,1.0,2.0167,-95.5,2886.0,0.605,0.34,0.062,0.061,0.005,0.503,0.029,-999.0,2011,Ho2011,,http://dx.doi.org/10.1016/j.orggeochem.2010.10.012,2.327,2.859,2.859,12.2,0.19393939393939394,0.34,include,grad_cal,50.0,20.126110076904297,24.771989822387695,19.062245033540034,26.2019100189209,grad_cal,1.6389521360397339,10.217994689941406,4.100064277648926,10.488964404069222,10.0,East Equatorial Pacific
TEXAS_PSM_RR00041,KH03-1 HY06,GC,0.0,1.0,0.0167,-95.4333,3246.0,0.663,0.224,0.06,0.066,0.007,0.598,0.045,-999.0,2011,Ho2011,,http://dx.doi.org/10.1016/j.orggeochem.2010.10.012,2.785,3.428,3.428,9.428571428571429,0.1713917525773196,0.224,include,grad_cal,25.0,21.25691032409668,23.147104263305664,19.246263215755285,23.753589630126953,grad_cal,5.114013195037842,8.941567420959473,6.269618988037109,9.188093973064067,10.0,East Equatorial Pacific
TEXAS_PSM_RR00042,KH01-3 St. 01,GC,0.0,1.0,0.0,-160.0,5142.0,0.685,0.251,0.051,0.063,0.006,0.586,0.042,-999.0,2011,Ho2011,,http://dx.doi.org/10.1016/j.orggeochem.2010.10.012,2.707,3.3349999999999995,3.3349999999999995,10.5,0.16042780748663102,0.251,include,grad_cal,150.0,19.84050941467285,26.431615829467773,19.85690127030639,27.425291061401367,grad_cal,4.408495903015137,11.474592208862305,6.8070573806762695,13.443471692625973,54.0,Equatorial Pacific
TEXAS_PSM_RR00043,KH04-5 SX02,GC,0.0,1.0,-0.6667,157.5167,2098.0,0.729,0.23,0.045,0.067,0.007,0.603,0.047,-999.0,2011,Ho2011,,http://dx.doi.org/10.1016/j.orggeochem.2010.10.012,2.8000000000000003,3.4499999999999997,3.4499999999999997,9.571428571428571,0.15474642392717816,0.23,include,grad_cal,175.0,19.59881019592285,27.325719833374023,19.781486234054235,29.356109619140625,grad_cal,0.7021008729934692,11.447854995727539,4.651270866394043,11.419771979643437,47.0,West Equatorial Pacific
TEXAS_PSM_RR00044,TVG10,grab,0.0,5.0,-22.1811,-176.602,1921.0,0.759910732,0.28331704,0.06948833,0.125957963,0.014629122,0.427255905,0.07935164,0.099332996,2012,Hu2012,,http://dx.doi.org/10.1016/j.orggeochem.2011.10.012,2.391721802,2.898329347,2.898329347,8.610083571659326,0.29312182195597336,0.28331704,include,grad_cal,65.0,23.276409149169922,24.323036193847656,22.78925430670398,24.829090118408203,grad_cal,0.0010648686438798904,0.001451389747671783,0.00077154760947451,0.9039013772606298,42.0,Tonga-Tropical South Pacific
TEXAS_PSM_RR00045,TVG11,grab,0.0,5.0,-20.9281,-176.241,2254.0,0.695484416,0.427925308,0.059960351,0.072626693,0.008357174,0.375170645,0.055959829,0.364692639,2012,Hu2012,,http://dx.doi.org/10.1016/j.orggeochem.2011.10.012,1.9548071550000001,2.3859376290000003,2.3859376290000003,8.690341136848414,0.24637380392978475,0.427925308,include,grad_cal,70.0,23.968690872192383,25.06365966796875,23.41180480677383,25.566890716552734,grad_cal,0.0008313091821037233,0.0013043377548456192,0.0004833656712435186,1.101810417386346,42.0,Tonga-Tropical South Pacific
TEXAS_PSM_RR00046,TVG14,grab,0.0,5.0,-20.6854,-176.185,2249.0,0.670808951,0.327639013,0.076111359,0.086292001,0.009768064,0.441153732,0.059035831,0.211841502,2012,Hu2012,,http://dx.doi.org/10.1016/j.orggeochem.2011.10.012,2.278757805,2.778947368,2.778947368,8.834094555482027,0.25606991977361704,0.327639013,include,grad_cal,70.0,24.10599136352539,25.205230712890625,23.53370392377227,25.710500717163086,grad_cal,0.0007642799173481762,0.0013026196975260973,0.0004065935791004449,1.1148845716632665,42.0,Tonga-Tropical South Pacific
TEXAS_PSM_RR00047,TVG2,grab,0.0,5.0,-19.7418,-175.956,2350.0,0.734538756,0.279253872,0.074106652,0.10925325,0.011037103,0.441584276,0.084764846,0.203587729,2012,Hu2012,,http://dx.doi.org/10.1016/j.orggeochem.2011.10.012,2.431120949,2.9574700710000004,2.9574700710000004,9.898725236142129,0.2697163366096034,0.279253872,include,grad_cal,80.0,24.179609298706055,25.536672592163086,23.584260517660883,26.173490524291992,grad_cal,0.0007010432309471071,0.009123439900577068,0.0009990620892494917,1.3867675369006047,42.0,Tonga-Tropical South Pacific
TEXAS_PSM_RR00048,TVG5,grab,0.0,5.0,-22.5338,-176.711,1885.0,0.718434024,0.237840415,0.059831068,0.081706236,0.009628297,0.549665628,0.061328356,0.488637783,2012,Hu2012,,http://dx.doi.org/10.1016/j.orggeochem.2011.10.012,2.696104367,3.307098351,3.307098351,8.486052725627388,0.1983385159421698,0.237840415,include,grad_cal,40.0,23.87009048461914,24.368114471435547,23.22468800977959,24.600509643554688,grad_cal,0.0011549516348168254,0.0007356932037509978,0.0008014387567527592,0.27662005967065584,42.0,Tonga-Tropical South Pacific
TEXAS_PSM_RR00049,TVG6,grab,0.0,5.0,-22.5318,-176.716,1868.0,0.731429918,0.297734701,0.086441797,0.13749347,0.014252797,0.380405929,0.083671305,0.331563598,2012,Hu2012,,http://dx.doi.org/10.1016/j.orggeochem.2011.10.012,2.260496064,2.724573298,2.724573298,9.646771086405007,0.33917105783005674,0.297734701,include,grad_cal,40.0,23.87009048461914,24.368114471435547,23.22468800977959,24.600509643554688,grad_cal,0.0011549516348168254,0.0007356932037509978,0.0008014387567527592,0.27662005967065584,42.0,Tonga-Tropical South Pacific
TEXAS_PSM_RR00050,TVG8,grab,0.0,5.0,-22.2158,-176.607,1744.0,0.685024605,0.393540816,0.094135827,0.122392524,0.018601607,0.307591945,0.063737282,0.56035314,2012,Hu2012,,http://dx.doi.org/10.1016/j.orggeochem.2011.10.012,1.880042604,2.251371831,2.251371831,6.579674756057367,0.3877094515437176,0.393540816,exclude,grad_cal,65.0,23.276409149169922,24.323036193847656,22.78925430670398,24.829090118408203,grad_cal,0.0010648686438798904,0.001451389747671783,0.00077154760947451,0.9039013772606298,42.0,Tonga-Tropical South Pacific
TEXAS_PSM_RR00051,S017,,0.0,1.0,20.25,119.5,2800.0,0.726775956,0.182,0.05,0.064,0.011,0.635,0.058,0.09,2012,Jia2012,,http://dx.doi.org/10.1016/j.orggeochem.2012.07.002,2.983,3.6759999999999997,3.6759999999999997,5.818181818181818,0.15281173594132028,0.182,include,grad_cal,80.0,22.865909576416016,25.772274017333984,22.026360757706072,27.052799224853516,grad_cal,0.028218701481819153,1.657139539718628,0.27271124720573425,4.397157479900713,38.0,South China Sea
TEXAS_PSM_RR00052,S031,,0.0,1.0,10.5,111.0,2521.0,0.735751295,0.176,0.051,0.07,0.011,0.63,0.061,0.13,2012,Jia2012,,http://dx.doi.org/10.1016/j.orggeochem.2012.07.002,2.9880000000000004,3.6790000000000003,3.6790000000000003,6.363636363636364,0.1603888213851762,0.176,include,grad_cal,70.0,23.96240997314453,27.156408309936523,22.923450781930924,28.04370880126953,grad_cal,0.07974957674741745,1.5167253017425537,0.2515939176082611,5.0952652405414245,38.0,South China Sea
TEXAS_PSM_RR00053,S052,,0.0,1.0,7.25,115.5,1609.0,0.756613757,0.152,0.046,0.068,0.016,0.66,0.059,0.09,2012,Jia2012,,http://dx.doi.org/10.1016/j.orggeochem.2012.07.002,3.106,3.825,3.825,4.25,0.15312131919905772,0.152,include,grad_cal,95.0,22.007509231567383,26.7907772064209,22.118771771235686,28.44369125366211,grad_cal,0.006867604795843363,10.221814155578613,2.031881332397461,9.396362950899192,38.0,South China Sea
TEXAS_PSM_RR00054,S072,,0.0,1.0,20.65,119.09,3447.0,0.706185567,0.204,0.057,0.07,0.012,0.602,0.055,0.22,2012,Jia2012,,http://dx.doi.org/10.1016/j.orggeochem.2012.07.002,2.861,3.518,3.518,5.833333333333334,0.17462311557788945,0.204,include,grad_cal,80.0,22.759109497070312,25.685937881469727,21.94049160694459,26.963699340820312,grad_cal,0.03103351593017578,1.4521631002426147,0.2222525030374527,4.138975906689696,38.0,South China Sea
TEXAS_PSM_RR00055,S098,,0.0,1.0,19.31,119.88,4182.0,0.727272727,0.181,0.048,0.065,0.012,0.642,0.051,0.23,2012,Jia2012,,http://dx.doi.org/10.1016/j.orggeochem.2012.07.002,2.986,3.679,3.679,5.416666666666667,0.15281173594132028,0.181,include,grad_cal,60.0,24.074508666992188,26.358722686767578,22.806707322077393,27.265291213989258,grad_cal,0.019927937537431717,0.5111892223358154,0.07739686220884323,3.363165103292788,38.0,South China Sea
